y,x0,x1,x2,x3,x4,x5,x6
4.9,A7,A2,218.0,150.0,3,A2,A2
3.4,A8,A1,170.0,150.0,11,,A1
10.0,A1,A1,122.0,80.0,10,A2,A1
1.6,A3,A1,68.0,50.0,3,A2,A2
4.499,A4,A1,95.0,150.0,11,A2,A0
1.85,A1,A1,116.0,150.0,7,,A2
1.3,A1,A1,101.0,5.0,0,,A1
1.05,A4,A1,82.0,50.0,4,,A2
12.99,A5,,197.0,150.0,2,,A1
9.9,A2,A1,116.0,90.0,1,A2,A1
21.3,A1,A2,156.0,50.0,11,A2,A1
4.999,A4,A1,105.0,150.0,6,A1,A1
19.0,A1,A2,,150.0,2,A2,A1
2.7,A3,A1,80.0,90.0,12,,A1
2.0,A1,A1,150.0,150.0,12,A2,A1
1.299,A0,A1,0.0,150.0,9,A2,A1
7.999,A2,A1,120.0,90.0,3,A2,A1
1.0,A3,A2,0.0,150.0,0,A2,A0
1.3,A3,A1,,150.0,7,A2,A1
1.95,A5,A1,150.0,150.0,7,A1,A1
7.5,A5,A1,140.0,125.0,12,A1,A1
1.499,A5,A1,101.0,150.0,5,,A1
1.0,A0,A1,90.0,150.0,0,A0,A0
1.45,A5,A1,130.0,150.0,7,A1,A0
2.4,A3,A2,,90.0,1,A1,A1
1.4,A3,A1,65.0,125.0,3,A2,A0
16.0,A1,A1,315.0,100.0,3,A2,A1
8.5,A1,A1,80.0,50.0,1,,A1
1.8,A5,A1,163.0,150.0,1,A2,A2
1.3,A4,A2,150.0,150.0,7,A2,A1
0.1,A3,A1,0.0,150.0,0,,A2
13.8,A1,A1,177.0,70.0,9,A3,A1
30.499,A2,A1,360.0,100.0,9,A2,A1
2.4,A3,A1,75.0,125.0,8,A2,A1
0.25,A5,A1,105.0,150.0,5,A2,A2
1.49,A1,A1,131.0,150.0,1,A1,A2
8.9,A6,A2,,150.0,7,A1,A1
0.55,A1,A1,90.0,150.0,2,A1,A1
1.5,A3,A1,60.0,150.0,5,A2,A0
6.499,A4,,131.0,150.0,6,A1,A1
2.25,A1,A1,131.0,150.0,6,A0,A0
4.999,A0,A2,192.0,150.0,4,A0,A1
2.0,A5,A1,177.0,150.0,9,,A2
8.6,A7,A1,,5.0,0,A2,A0
24.999,A6,A2,330.0,125.0,2,A2,A1
0.8,A3,A1,60.0,150.0,5,A2,A1
0.8,A0,A1,50.0,150.0,12,A2,A0
5.5,A2,A1,163.0,150.0,1,A2,A1
2.6,A3,A1,54.0,150.0,3,,A1
4.75,A3,A1,116.0,150.0,2,A2,A1
1.1,A1,A1,109.0,150.0,5,A3,A1
3.5,A6,A0,0.0,150.0,11,A1,A1
15.5,A1,A1,,40.0,12,A2,A1
1.9,A0,A1,,150.0,9,A2,A1
7.49,A1,A1,129.0,150.0,10,A2,A1
4.65,A4,A1,120.0,150.0,11,A1,A1
3.5,A3,A1,75.0,125.0,3,,A2
2.499,A1,A1,101.0,150.0,5,A2,A1
3.7,A6,A2,,150.0,1,A2,A2
1.0,A4,A1,100.0,150.0,6,A2,A1
2.55,A2,A1,125.0,150.0,3,A2,A1
4.22,A5,A1,140.0,80.0,12,A1,A2
10.5,A8,A1,109.0,50.0,11,,A1
18.888,A4,A2,224.0,150.0,8,A1,A1
0.9,A5,A1,100.0,150.0,7,A2,A1
12.3,A5,A1,143.0,125.0,12,A1,A1
0.25,A3,A1,90.0,150.0,5,A2,A0
21.999,A6,A1,140.0,30.0,9,A1,A1
19.75,A5,A1,110.0,5.0,2,A2,A1
6.4,A1,A1,105.0,80.0,8,A1,A1
1.5,A5,A1,101.0,150.0,11,,A1
3.75,A3,A1,80.0,125.0,12,A2,A1
1.6,A5,A1,75.0,150.0,7,A2,A1
4.49,A4,A1,94.0,150.0,12,A4,A1
12.5,A5,A1,140.0,100.0,11,A1,A1
7.0,A0,A1,19.0,70.0,0,A0,A0
0.555,A3,A1,75.0,150.0,1,A2,A2
0.0,A0,A0,0.0,150.0,5,A2,A0
2.48,A5,A1,105.0,150.0,11,A2,A1
9.5,A7,A1,231.0,150.0,10,A2,A1
2.299,A5,A1,86.0,150.0,1,A2,A1
1.59,A1,A2,115.0,150.0,12,,A0
1.1,A0,A1,0.0,90.0,6,A2,A0
3.2,A1,A1,150.0,150.0,0,A2,A2
3.0,A5,A1,92.0,150.0,6,A1,A1
0.001,A3,A1,75.0,5.0,0,,A2
12.5,A1,A2,184.0,80.0,7,,A1
6.95,A4,A1,130.0,150.0,11,,A1
8.4,A5,A2,140.0,125.0,12,A1,A1
12.9,A5,A1,200.0,90.0,4,A2,A1
0.15,A3,A1,55.0,150.0,0,A2,A2
14.999,A5,A1,249.0,150.0,3,A2,A1
11.1,A4,A1,98.0,20.0,3,A2,A1
2.199,A1,A1,75.0,150.0,3,A2,A1
4.3,A5,A1,143.0,150.0,10,A1,A1
0.888,A3,A1,60.0,150.0,10,A2,A1
1.7,A1,A0,90.0,150.0,8,A1,A0
9.0,A3,A1,0.0,40.0,0,,A0
0.35,A3,A0,60.0,150.0,5,A0,A1
3.85,A0,A1,143.0,150.0,0,A0,A0
7.0,A1,A2,218.0,150.0,2,A1,A1
1.29,A3,A1,50.0,150.0,3,,A1
0.5,A5,A1,110.0,150.0,10,A1,A2
0.0,A1,A1,116.0,150.0,7,,A1
0.0,A0,A0,0.0,5.0,0,,A0
6.5,A5,A1,190.0,150.0,12,A1,A1
1.5,A5,A1,125.0,125.0,8,,A2
14.5,A5,A2,197.0,150.0,8,A1,A1
7.999,A6,A1,156.0,150.0,6,A1,A0
10.95,A1,A2,163.0,100.0,9,A1,A1
17.7,A6,A1,,90.0,9,A2,A1
7.95,A1,A1,102.0,100.0,11,A2,A1
5.65,A3,A1,69.0,40.0,11,,A1
3.9,A5,A2,193.0,150.0,7,A1,A1
8.999,A1,A2,136.0,150.0,12,A1,A1
0.8,A1,A1,,150.0,10,A2,A1
0.12,A0,A1,,80.0,1,A0,A2
16.8,A6,A2,286.0,100.0,2,A1,A1
2.95,A3,A1,75.0,150.0,4,A2,A1
3.0,A6,A1,140.0,150.0,1,,A1
0.0,A1,A1,75.0,5.0,3,A2,A1
3.699,A5,A2,131.0,150.0,6,A1,A1
2.6,A1,A1,105.0,125.0,10,A2,A1
3.1,A7,A1,169.0,150.0,4,A2,A2
1.45,A3,A0,75.0,150.0,6,,A1
0.8,A3,A1,0.0,150.0,4,A2,A0
2.5,A0,A1,107.0,150.0,2,A2,A0
0.7,A5,A1,125.0,150.0,9,A2,A1
4.4,A3,A1,68.0,80.0,9,A2,A1
3.0,A1,A1,95.0,150.0,5,A1,A1
8.335,A2,A1,111.0,60.0,2,A2,A1
7.0,A0,A1,75.0,125.0,2,A0,A1
5.3,A4,A1,79.0,150.0,7,,A1
24.99,A2,A1,218.0,70.0,3,A2,A1
31.45,A1,A2,211.0,20.0,11,A2,A1
1.699,A3,A1,0.0,150.0,0,,A0
5.999,A1,A1,140.0,150.0,9,A1,A1
0.15,A0,A1,54.0,150.0,0,A2,A0
3.4,A0,A1,211.0,150.0,0,A0,A1
13.85,A5,A1,116.0,50.0,4,,A1
6.95,A5,A0,140.0,90.0,12,A0,A1
1.699,A0,A2,0.0,150.0,10,A1,A0
7.5,A1,A1,116.0,60.0,2,A2,A1
7.5,A2,A2,193.0,125.0,1,,A1
7.5,A2,A1,118.0,125.0,1,A2,A1
11.3,A0,A1,0.0,40.0,5,,A1
1.15,A0,A1,165.0,150.0,7,A0,A2
0.99,A3,A1,,125.0,2,A2,A1
0.579,A3,A1,58.0,150.0,9,,A0
10.6,A3,A1,94.0,20.0,3,A2,A1
0.8,A3,A1,39.0,125.0,11,A2,A1
5.9,A1,A1,94.0,70.0,12,A2,A1
3.75,A3,A2,75.0,70.0,11,A2,A1
2.499,A1,A1,,150.0,8,A2,A1
0.1,A7,A1,45.0,125.0,6,A2,A2
4.5,A2,A1,136.0,125.0,0,A2,A1
6.25,A1,A2,224.0,150.0,8,A2,A1
6.9,A1,A2,216.0,150.0,0,,A0
11.5,A5,A1,200.0,80.0,12,,A1
0.65,A4,A1,64.0,150.0,5,,A2
6.45,A3,A1,60.0,40.0,2,,A1
2.45,A3,A1,173.0,150.0,6,A3,A0
2.95,A5,A1,144.0,150.0,8,A2,A1
10.3,A4,A2,116.0,150.0,4,A1,A1
14.5,A7,A1,231.0,150.0,6,A2,A1
1.5,A0,A0,0.0,150.0,0,A2,A0
10.8,A1,A1,218.0,125.0,9,A1,A1
13.9,A2,A1,252.0,100.0,11,,A1
1.1,A3,A1,58.0,150.0,10,A2,A1
1.1,A0,A1,58.0,125.0,6,A2,A1
0.55,A3,A1,56.0,125.0,11,,A2
0.65,A5,A1,116.0,150.0,6,A2,A1
1.89,A0,A2,0.0,150.0,5,,A1
14.85,A7,A2,279.0,150.0,6,A2,A1
0.65,A3,A1,60.0,150.0,10,A2,A1
0.25,A5,A1,136.0,150.0,0,,A2
0.15,A0,A0,60.0,100.0,0,A0,A0
0.6,A1,A2,118.0,125.0,6,A0,A2
18.9,A7,A1,211.0,125.0,1,A2,A1
11.25,A1,A1,163.0,150.0,6,A1,A1
11.3,A6,A1,156.0,100.0,11,,A1
2.65,A3,A1,53.0,90.0,7,A2,A1
1.65,A3,A1,67.0,30.0,1,A2,A2
10.5,A3,A2,146.0,90.0,7,A2,A2
9.4,A2,A1,150.0,80.0,7,A2,A1
4.25,A1,A1,60.0,90.0,4,A2,A0
9.75,A2,A1,113.0,150.0,6,A2,A1
0.85,A0,A1,,150.0,9,,A0
0.55,A1,A1,75.0,150.0,6,A2,A1
5.99,A7,A1,101.0,50.0,10,A2,A1
5.0,A1,A2,177.0,150.0,10,A1,A1
15.5,A6,A2,218.0,150.0,10,A1,A1
2.501,A5,A1,140.0,150.0,6,,A1
1.999,A3,A1,75.0,150.0,7,A2,A1
2.99,A3,A2,61.0,125.0,2,A2,A1
2.2,A1,A1,110.0,150.0,9,A2,A1
4.75,A0,A1,,150.0,0,A2,A0
1.75,A1,A1,125.0,150.0,8,A2,A1
0.6,A1,A1,75.0,150.0,7,,A2
4.85,A1,A1,90.0,150.0,5,,A1
18.7,A7,A2,309.0,20.0,0,A2,A1
0.75,A1,A1,99.0,150.0,7,A2,A1
0.99,A5,A1,90.0,150.0,4,A1,A1
10.1,A6,A2,239.0,100.0,12,A1,A1
1.299,A5,A1,136.0,125.0,12,,A2
2.999,A3,A1,,150.0,4,A2,A0
2.8,A3,A1,60.0,125.0,4,A2,A1
2.449,A1,A1,125.0,150.0,6,A2,A1
7.35,A2,A1,,70.0,12,,A1
1.1,A4,A1,145.0,150.0,8,A2,A1
1.95,A1,A1,97.0,150.0,9,A2,A1
13.7,A5,A1,116.0,100.0,5,A1,A1
0.219,A0,A1,90.0,90.0,10,A0,A2
0.9,A1,A1,101.0,150.0,4,,A1
5.5,A2,A1,90.0,70.0,9,A2,A1
14.5,A1,A1,117.0,70.0,7,A2,A1
0.95,A1,A0,0.0,150.0,3,A2,A1
0.999,A3,A1,72.0,150.0,8,,A1
89.0,A2,A2,435.0,40.0,11,A2,A1
8.95,A2,A1,69.0,20.0,10,A2,A1
27.9,A2,A1,245.0,70.0,6,A2,A1
5.69,A0,A1,105.0,80.0,3,A2,A1
9.5,A0,A1,109.0,150.0,11,,A0
1.65,A4,A1,0.0,150.0,8,A2,A0
20.0,A1,A1,150.0,10.0,12,A1,A1
15.5,A0,A0,310.0,150.0,7,A0,A0
24.79,A7,A1,160.0,90.0,5,A2,A1
14.9,A6,A1,115.0,30.0,3,A2,A1
7.9,A5,A1,145.0,150.0,9,,A1
0.12,A8,A0,0.0,150.0,0,A2,A0
4.45,A1,A1,,150.0,11,A1,A2
2.0,A1,A1,125.0,150.0,5,,A1
19.98,A5,A1,420.0,150.0,6,A2,A1
0.0,A3,A2,54.0,150.0,0,A2,A0
0.0,A5,A1,60.0,150.0,0,A0,A0
1.49,A5,A1,0.0,150.0,6,A2,A1
4.2,A1,A1,105.0,150.0,10,,A1
1.999,A3,A1,,150.0,11,,A1
5.998,A1,A2,250.0,150.0,0,A2,A1
0.999,A3,A1,45.0,90.0,2,A2,A1
5.85,A5,A1,175.0,100.0,5,,A1
2.45,A3,A1,74.0,80.0,7,A2,A1
3.99,A5,A1,101.0,40.0,11,A2,A1
1.999,A5,A2,231.0,150.0,10,A2,A1
0.65,A0,A1,101.0,150.0,12,A2,A0
8.0,A3,A1,69.0,40.0,12,A2,A1
0.1,A7,A2,170.0,150.0,0,A2,A2
4.5,A5,A1,131.0,150.0,4,A2,A1
3.0,A7,A2,193.0,150.0,3,A2,A1
0.15,A3,A1,54.0,150.0,3,A2,A0
1.3,A1,A1,101.0,150.0,0,,A1
4.45,A2,A1,109.0,125.0,11,A1,A1
1.6,A5,A1,,150.0,9,A2,A1
16.6,A1,A1,,150.0,1,A1,A1
7.99,A0,A1,140.0,125.0,7,A1,A1
12.99,A1,A2,286.0,150.0,12,A1,A1
1.65,A3,A1,60.0,150.0,3,A2,A1
17.999,A1,A2,450.0,150.0,8,A2,A1
0.7,A1,A1,90.0,150.0,8,A2,A1
2.3,A6,A2,,150.0,2,,A2
14.999,A1,A1,300.0,150.0,12,A2,A1
3.3,A3,A1,75.0,125.0,4,A2,A1
0.85,A0,A0,0.0,150.0,0,A0,A0
1.8,A4,A1,75.0,150.0,9,A2,A1
1.2,A4,A1,0.0,150.0,3,A1,A2
19.0,A7,A2,204.0,90.0,11,A2,A1
4.2,A1,A1,110.0,125.0,4,,A1
9.999,A0,A1,0.0,150.0,0,A0,A0
5.6,A5,A2,204.0,150.0,5,A1,A1
9.299,A5,A1,170.0,150.0,5,,A1
5.99,A3,A1,73.0,70.0,1,A2,A1
1.4,A0,A1,90.0,150.0,3,A1,A0
2.3,A1,A1,118.0,150.0,6,A2,A1
0.7,A3,A1,60.0,125.0,2,,A2
10.89,A6,A1,231.0,125.0,3,A2,A1
0.75,A5,A1,125.0,150.0,10,,A1
3.0,A7,A1,125.0,150.0,4,A2,A2
19.999,A2,A1,218.0,60.0,10,,A1
16.5,A1,A1,143.0,90.0,5,,A1
8.7,A2,A1,18.0,60.0,11,,A1
17.45,A3,A2,136.0,20.0,12,,A1
2.25,A3,A0,41.0,150.0,10,A1,A1
0.7,A6,A2,116.0,150.0,10,A1,A2
2.7,A3,A1,75.0,150.0,4,A2,A1
6.5,A4,A1,125.0,100.0,3,A2,A1
1.1,A1,A1,116.0,150.0,12,,A1
3.95,A3,A1,54.0,30.0,6,A2,A1
8.9,A5,A1,125.0,50.0,10,A2,A1
5.6,A5,A2,177.0,150.0,7,A1,A1
3.79,A6,A1,69.0,100.0,11,A1,A1
11.9,A1,A2,286.0,150.0,10,A1,A1
2.89,A1,A1,105.0,150.0,9,A2,A1
8.5,A4,A2,140.0,150.0,2,A1,A1
3.75,A5,A1,,150.0,11,A2,A1
1.25,A5,A1,101.0,80.0,7,A2,A1
1.35,A3,A1,75.0,150.0,4,A2,A1
1.15,A3,A1,90.0,150.0,0,,A1
0.25,A3,A1,65.0,150.0,3,A2,A2
2.7,A3,A0,,70.0,1,A2,A1
1.8,A3,A1,69.0,150.0,9,A2,A1
1.49,A1,A1,113.0,150.0,7,A2,A1
0.0,A4,A1,50.0,125.0,7,A2,A2
2.1,A1,A1,86.0,150.0,3,A2,A1
0.495,A5,A1,160.0,150.0,1,A2,A1
1.4,A3,A1,75.0,150.0,6,A2,A1
1.9,A5,A1,90.0,150.0,8,A1,A1
6.2,A0,A1,0.0,150.0,4,A2,A1
2.1,A3,A1,64.0,150.0,10,A2,A1
1.35,A1,A2,102.0,150.0,2,,A1
14.98,A1,A2,150.0,80.0,9,A1,A1
5.7,A4,A2,150.0,125.0,12,,A1
6.99,A7,A1,,125.0,0,,A1
16.95,A4,A1,116.0,40.0,10,A1,A1
6.0,A2,A1,73.0,60.0,7,A2,A1
2.7,A3,A1,,125.0,1,A2,A1
2.2,A3,A1,73.0,90.0,8,A2,A1
9.0,A1,A1,143.0,150.0,6,A1,A1
5.95,A5,A2,131.0,125.0,4,A2,A1
10.6,A1,A2,177.0,150.0,6,A1,A1
7.75,A5,A1,131.0,100.0,1,A0,A0
0.999,A3,A1,75.0,150.0,6,A2,A1
9.9,A1,A2,,150.0,5,A1,A1
0.0,A3,A0,0.0,5.0,0,A2,A0
2.299,A4,A1,136.0,150.0,9,A2,A2
56.9,A7,A2,241.0,5.0,3,A2,A1
9.0,A2,A1,163.0,150.0,3,A2,A1
2.3,A4,A1,126.0,150.0,0,A1,A0
2.9,A1,A1,0.0,150.0,5,A1,A0
8.5,A6,A2,218.0,150.0,11,A1,A1
10.99,A3,A1,75.0,10.0,6,,A1
1.2,A0,A1,60.0,150.0,9,A2,A0
9.75,A5,A2,163.0,150.0,10,A1,A1
10.299,A5,A1,232.0,150.0,8,A1,A1
0.01,A6,A0,0.0,100.0,0,A2,A0
3.5,A3,A1,54.0,100.0,12,A2,A1
1.2,A0,A1,0.0,150.0,3,,A0
1.45,A3,A1,60.0,150.0,3,A2,A1
11.3,A5,A1,140.0,150.0,4,A1,A1
1.2,A1,A1,75.0,150.0,1,A2,A1
15.0,A7,A1,170.0,50.0,12,,A2
8.2,A5,A2,224.0,100.0,2,A1,A2
0.5,A3,A1,,150.0,12,,A2
6.75,A4,A1,102.0,150.0,10,,A1
3.65,A2,A1,,70.0,12,,A1
7.5,A1,A1,126.0,100.0,3,A1,A1
0.7,A0,A1,45.0,125.0,4,A2,A1
2.8,A0,A1,0.0,150.0,12,,A1
2.9,A2,A1,136.0,150.0,10,A2,A2
0.999,A4,A1,150.0,150.0,4,A2,A1
1.25,A1,A1,140.0,150.0,1,,A1
2.999,A3,A1,67.0,70.0,8,,A1
0.0,A1,A1,,150.0,0,,A1
1.0,A1,A1,101.0,150.0,4,A2,A1
0.25,A3,A1,,150.0,0,A0,A1
13.3,A4,A1,140.0,150.0,12,A1,A1
0.0,A1,A2,204.0,150.0,2,A1,A0
3.2,A5,A1,150.0,150.0,9,A1,A1
12.35,A4,A2,211.0,60.0,3,A2,A1
2.45,A6,A1,69.0,125.0,6,A3,A1
1.399,A2,A1,75.0,150.0,8,A2,A1
1.4,A5,A2,,150.0,0,A2,A0
0.9,A1,A1,75.0,150.0,0,A0,A1
1.2,A3,A1,0.0,150.0,10,A2,A2
2.5,A2,A1,101.0,150.0,0,A2,A1
8.65,A2,A1,245.0,70.0,11,A2,A1
3.5,A3,A1,101.0,150.0,6,A2,A0
0.0,A1,A1,163.0,150.0,11,A1,A1
42.0,A1,A2,192.0,5.0,2,A2,A1
21.5,A7,A2,204.0,60.0,10,A2,A1
0.75,A0,A1,0.0,150.0,3,A2,A0
0.34,A1,A1,75.0,125.0,6,,A1
2.99,A1,A2,156.0,150.0,4,A3,A1
2.85,A3,A2,,150.0,10,A2,A1
3.2,A1,A2,101.0,150.0,11,A1,A1
1.899,A3,A1,80.0,150.0,2,A2,A1
0.62,A8,A2,4.0,20.0,3,A0,A0
0.22,A0,A1,90.0,150.0,11,A2,A0
0.0,A0,A1,90.0,150.0,11,,A0
2.9,A4,A1,110.0,150.0,6,A2,A1
0.95,A3,A1,90.0,150.0,3,A2,A1
4.99,A5,A1,140.0,150.0,4,A2,A1
7.999,A2,A1,75.0,60.0,3,A2,A1
10.0,A2,A2,231.0,150.0,2,A2,A1
16.7,A6,A1,120.0,50.0,2,A1,A1
17.7,A5,A2,156.0,70.0,8,A2,A1
2.5,A3,A1,68.0,150.0,7,A1,A0
1.5,A1,A1,122.0,150.0,7,,A1
4.5,A1,A1,116.0,150.0,7,A2,A1
0.18,A3,A0,48.0,150.0,8,A2,A0
11.499,A3,A1,86.0,60.0,11,A2,A1
1.2,A1,A2,71.0,150.0,7,A2,A1
3.9,A3,A1,80.0,150.0,1,A2,A1
13.99,A2,A1,140.0,70.0,3,A1,A1
3.5,A5,A1,120.0,150.0,7,A1,A1
1.15,A5,A1,101.0,150.0,12,A0,A0
8.35,A1,A2,200.0,150.0,8,A2,A1
1.5,A3,A1,75.0,150.0,5,A2,A1
1.2,A3,A1,50.0,150.0,2,A2,A1
3.5,A5,A1,150.0,150.0,6,,A1
13.5,A4,A2,,20.0,8,A2,A1
6.4,A1,A1,200.0,150.0,9,A2,A1
11.399,A5,A2,170.0,150.0,1,A1,A1
8.0,A3,A1,97.0,70.0,5,,A1
0.6,A7,A1,163.0,150.0,11,A2,A2
0.3,A0,A1,0.0,150.0,0,A2,A0
4.2,A5,A2,224.0,150.0,1,,A1
0.65,A3,A1,75.0,150.0,5,A2,A1
3.95,A5,A1,125.0,150.0,3,,A1
12.5,A3,A1,175.0,100.0,6,A2,A1
3.85,A3,A1,77.0,70.0,9,A2,A0
0.85,A3,A1,54.0,70.0,1,,A2
2.8,A7,A1,115.0,150.0,12,A2,A2
0.22,A0,A1,0.0,150.0,5,A0,A1
7.2,A2,A1,140.0,80.0,11,A2,A1
0.3,A3,A1,54.0,150.0,6,A2,A0
4.2,A5,A1,140.0,150.0,10,,A1
2.2,A3,A1,50.0,125.0,9,A2,A1
5.5,A1,A1,,150.0,6,A1,A1
4.7,A3,A1,75.0,80.0,12,A2,A1
1.899,A1,A1,75.0,150.0,4,A2,A0
4.2,A1,A1,101.0,150.0,0,A2,A0
1.199,A1,A2,170.0,150.0,2,A2,A1
0.85,A5,A1,0.0,150.0,8,A2,A0
0.67,A5,A1,131.0,150.0,9,A2,A1
1.1,A1,A1,106.0,150.0,7,A2,A0
0.75,A1,A1,68.0,150.0,0,,A1
0.795,A1,A1,116.0,150.0,12,A2,A1
2.29,A1,A1,193.0,150.0,3,A2,A1
4.8,A5,A2,177.0,150.0,10,A1,A1
12.499,A5,A1,105.0,150.0,1,A1,A1
1.5,A1,A1,192.0,150.0,0,A0,A0
1.49,A2,A1,75.0,150.0,3,A2,A1
1.5,A1,A1,90.0,150.0,10,A1,A1
5.0,A7,A2,0.0,150.0,2,A2,A0
0.99,A3,A1,90.0,150.0,12,,A1
3.79,A1,A1,105.0,150.0,10,,A1
1.0,A1,A2,175.0,150.0,7,A1,A0
4.3,A3,A1,80.0,125.0,3,A2,A1
0.849,A5,A1,101.0,150.0,7,A2,A1
6.6,A4,A1,110.0,125.0,10,,A1
0.999,A3,A1,52.0,100.0,8,,A0
3.7,A1,A1,120.0,150.0,7,A2,A1
11.5,A3,A2,75.0,50.0,10,,A1
3.39,A3,A1,,40.0,9,,A1
1.7,A4,A1,107.0,150.0,4,A2,A0
6.65,A5,A1,150.0,150.0,0,A1,A1
6.99,A6,A2,163.0,150.0,4,A1,A1
1.1,A2,A1,116.0,150.0,1,A2,A1
4.5,A6,A1,82.0,100.0,9,A2,A1
0.5,A0,A1,0.0,150.0,0,,A0
1.25,A3,A1,50.0,150.0,7,,A1
2.92,A5,A1,131.0,150.0,4,A1,A1
1.45,A5,A2,178.0,150.0,9,A1,A1
2.0,A0,A2,0.0,150.0,12,A2,A0
1.6,A3,A1,60.0,125.0,5,A2,A1
1.3,A5,A1,101.0,150.0,10,,A1
8.499,A1,A1,101.0,80.0,10,A2,A1
9.999,A6,A1,117.0,125.0,7,A2,A2
3.2,A0,A1,170.0,150.0,0,A0,A0
6.9,A2,A1,86.0,100.0,11,A2,A1
6.5,A3,A1,71.0,30.0,11,A2,A1
2.6,A4,A2,158.0,150.0,3,,A1
2.9,A1,A1,,125.0,3,A2,A1
0.6,A3,A1,0.0,150.0,1,,A2
1.95,A3,A2,54.0,125.0,9,A2,A1
19.2,A6,A1,131.0,20.0,11,,A1
0.3,A3,A1,0.0,150.0,0,A2,A0
1.59,A7,A2,114.0,150.0,2,A2,A1
1.75,A5,A1,143.0,150.0,6,A1,A2
5.0,A1,A1,140.0,150.0,12,,A1
8.999,A2,A1,170.0,60.0,5,A2,A1
1.4,A1,A1,102.0,100.0,2,A2,A1
0.89,A7,,163.0,150.0,3,A2,A1
4.242,A3,A2,71.0,40.0,5,,A0
21.49,A6,A1,140.0,70.0,11,A1,A1
2.2,A1,A1,101.0,150.0,1,A2,A1
10.0,A4,A2,174.0,150.0,2,A1,A0
0.6,A8,A1,0.0,150.0,2,A1,A2
1.5,A1,A1,118.0,150.0,11,A1,A1
0.5,A1,A1,75.0,150.0,11,,A1
24.0,A6,A2,170.0,70.0,2,A1,A1
3.75,A1,A0,0.0,150.0,10,A2,A1
0.75,A1,A1,102.0,150.0,2,A2,A0
8.5,A2,A1,,10.0,10,A2,A1
3.5,A5,A1,150.0,150.0,11,A1,A1
2.299,A3,A1,60.0,125.0,6,A2,A1
0.0,A1,A1,90.0,150.0,1,A2,A0
1.499,A1,A1,101.0,150.0,6,A3,A1
0.65,A3,A1,89.0,90.0,12,A0,A1
1.75,A1,A1,0.0,150.0,6,A1,A1
0.999,A1,A1,0.0,100.0,7,A0,A0
2.9,A3,A1,75.0,150.0,5,A2,A1
15.0,A0,A2,0.0,150.0,0,A0,A0
15.5,A1,A2,204.0,125.0,6,A1,A1
1.2,A1,A1,90.0,150.0,5,A2,A1
17.89,A4,A2,163.0,40.0,7,A1,A1
0.5,A3,A0,45.0,125.0,5,A2,A1
1.85,A0,A1,101.0,150.0,1,A0,A1
5.2,A1,A2,170.0,150.0,2,A1,A1
1.0,A1,A1,97.0,150.0,3,A2,A1
1.111,A5,A1,0.0,150.0,0,,A0
7.95,A3,A1,86.0,80.0,6,A2,A1
0.6,A2,A1,90.0,150.0,2,A2,A1
0.65,A3,A1,0.0,30.0,9,A2,A0
1.6,A1,A1,150.0,150.0,7,A1,A0
15.999,A5,A2,136.0,150.0,8,A1,A1
1.999,A1,A1,75.0,150.0,5,A2,A1
0.12,A8,A1,0.0,150.0,12,A1,A2
2.8,A0,A1,60.0,90.0,3,A2,A0
6.85,A4,A1,,150.0,11,A1,A1
3.2,A4,A1,147.0,125.0,10,A2,A0
5.5,A1,A1,122.0,150.0,10,,A1
14.5,A0,A1,116.0,70.0,3,A0,A1
6.1,A3,A2,,40.0,4,A0,A1
2.3,A1,A1,105.0,150.0,7,A2,A1
2.25,A5,A1,150.0,150.0,7,A2,A1
0.6,A1,A1,75.0,150.0,1,A2,A0
15.5,A1,A2,211.0,100.0,4,,A1
1.0,A1,A1,0.0,150.0,9,A0,A1
5.75,A1,A2,136.0,150.0,8,A1,A1
0.9,A0,A1,60.0,150.0,8,A1,A1
0.5,A3,A1,58.0,150.0,7,A2,A1
16.499,A6,A2,140.0,100.0,8,,A1
2.499,A4,A2,177.0,150.0,8,A1,A1
0.95,A5,A2,193.0,150.0,7,,A1
16.8,A1,A1,125.0,10.0,3,A2,A1
11.5,A3,A2,179.0,60.0,4,A2,A1
0.649,A3,A1,55.0,125.0,1,A2,A0
11.533,A3,A1,109.0,40.0,10,,A1
11.0,A5,A2,239.0,150.0,11,A1,A1
0.75,A3,A1,75.0,150.0,12,A2,A1
2.5,A0,A2,133.0,150.0,0,A1,A0
0.845,A5,A1,155.0,150.0,4,A3,A1
10.35,A5,A1,239.0,150.0,7,A1,A1
0.0,A3,A1,102.0,150.0,9,A2,A2
1.999,A0,A2,101.0,150.0,2,,A1
8.999,A5,A0,,125.0,4,A2,A2
4.0,A5,A1,150.0,150.0,5,A1,A1
0.5,A0,A1,75.0,150.0,0,,A0
0.0,A0,A1,0.0,150.0,0,A0,A0
6.7,A3,A1,87.0,80.0,12,A2,A1
0.65,A1,A1,86.0,150.0,4,A2,A1
1.65,A0,A0,,50.0,0,A2,A0
21.3,A5,A1,150.0,50.0,3,,A1
1.49,A1,A1,90.0,125.0,8,,A1
9.5,A4,A2,140.0,50.0,10,A2,A1
1.899,A8,A1,150.0,10.0,0,A0,A0
1.499,A1,A1,125.0,150.0,11,A2,A1
13.5,A2,A1,140.0,125.0,6,A1,A1
0.48,A3,A1,0.0,150.0,1,A1,A2
13.3,A1,A1,156.0,60.0,6,A2,A1
